Date,MMWR_week,Location,Administered_Daily,Administered_Cumulative,Administered_7_Day_Rolling_Average,Date,7_Day_Rolling_Average,
1/5/2022,1,ND,1768,1030299,1358,,0,
1/5/2022,1,WV,5510,2543585,3384,,0,
1/5/2022,1,NM,6682,3462716,4945,,0,
1/5/2022,1,MO,14979,8128926,9138,,0,
1/5/2022,1,OR,14116,6871792,5728,,0,
1/5/2022,1,FL,55910,34001604,65183,,0,
1/5/2022,1,ND,1615,1022258,1629,,0,
1/5/2022,1,OH,39320,16126222,36577,,0,
1/5/2022,1,NH,5481,2384648,4092,,0,
1/5/2022,1,TN,13466,9013128,16612,,0,
1/5/2022,1,NH,3655,2418657,5027,,0,
1/5/2022,1,MO,19849,8231881,9819,,0,
1/5/2022,1,AL,3494,5681793,10508,,0,
1/5/2022,1,KS,7948,4118688,8388,,0,
1/5/2022,1,PA,42990,20349109,45748,,0,
1/5/2022,1,WA,35899,12963336,21755,,0,
1/5/2022,1,DC,3783,1340333,1960,,0,
1/5/2022,1,MI,26515,14116247,25281,,0,
1/5/2022,1,LA,13890,5783299,10378,,0,
1/4/2022,1,LA,14131,5769409,11097,,0,
1/4/2022,1,MI,71777,14089732,25745,,0,
1/4/2022,1,CT,4736,6728550,18668,,0,
1/4/2022,1,IN,3808,8545638,12102,,0,
1/4/2022,1,SD,2575,1285613,2160,,0,
1/4/2022,1,MT,5081,1449586,1637,,0,
1/4/2022,1,MP,1255,97048,245,,0,
1/4/2022,1,NY,103818,35104790,81463,,0,
1/4/2022,1,FL,78299,34474133,58918,,0,
1/4/2022,1,FM,176,84269,115,,0,
1/4/2022,1,VT,584,1263805,2580,,0,
1/4/2022,1,RI,6083,2004689,4467,,0,
1/4/2022,1,LA,2328,5687950,12047,,0,
1/4/2022,1,PW,0,36970,49,,0,
1/4/2022,1,AR,28868,3829294,6780,,0,
1/4/2022,1,GU,11,293835,307,,0,
1/4/2022,1,PW,247,37759,84,,0,
1/4/2022,1,MD,26034,10737416,19404,,0,
1/4/2022,1,AK,230,1030144,1293,,0,
1/4/2022,1,NV,2334,4356592,9430,,0,
1/4/2022,1,WV,11898,2508401,4042,,0,
1/4/2022,1,TX,100404,41818049,81992,,0,
1/4/2022,1,OK,25596,5352649,10625,,0,
1/4/2022,1,GA,37595,13665159,26567,,0,
1/4/2022,1,IN,24833,8668959,11054,,0,
1/4/2022,1,NJ,45336,15398662,32094,,0,
1/4/2022,1,DC,647,1303196,3278,,0,
1/4/2022,1,ME,7527,2563659,4863,,0,
1/4/2022,1,TX,74799,40980790,89415,,0,
1/4/2022,1,MD,15227,10517952,22199,,0,
1/4/2022,1,CA,94939,66483057,164189,,0,
1/4/2022,1,ID,4629,2251071,3243,,0,
1/4/2022,1,MP,383,97882,235,,0,
1/4/2022,1,SC,17619,6919252,13075,,0,
1/4/2022,1,GU,560,312520,386,,0,
1/4/2022,1,US,1389135,519616094,993139,,0,
1/4/2022,1,KY,14344,6016547,10382,,0,
1/4/2022,1,AZ,27280,10812195,19526,,0,
1/4/2022,1,MN,22071,9323265,16538,,0,
1/4/2022,1,CO,13696,9755434,13504,,0,
1/4/2022,1,OK,12452,5421207,9347,,0,
1/4/2022,1,SD,6098,1271765,2420,,0,
1/4/2022,1,SC,3102,6777489,13536,,0,
1/4/2022,1,CA,220996,65989568,148472,,0,
1/4/2022,1,AS,373,79897,353,,0,
1/4/2022,1,IA,8661,4698066,7183,,0,
1/4/2022,1,TN,19345,9193894,15130,,0,
1/4/2022,1,DE,3645,1620923,2835,,0,
1/4/2022,1,VI,427,133489,277,,0,
1/4/2022,1,FM,126,85204,70,,0,
1/4/2022,1,OH,46004,16335419,33272,,0,
1/4/2022,1,PR,32209,5967394,11920,,0,
1/4/2022,1,DE,0,1597853,3293,,0,
1/4/2022,1,MI,39200,14503001,27809,,0,
1/4/2022,1,NM,9030,3518767,4423,,0,
1/4/2022,1,UT,31925,4554300,8988,,0,
1/4/2022,1,UT,13380,4753795,7625,,0,
1/4/2022,1,ID,7560,2034077,2820,,0,
1/4/2022,1,NC,15861,15053613,30271,,0,
1/4/2022,1,DC,2985,1336550,1996,,0,
1/4/2022,1,WA,33838,12927437,21743,,0,
1/4/2022,1,PA,179998,20306119,45690,,0,
1/4/2022,1,KS,24282,4110740,8565,,0,
1/4/2022,1,AL,8979,5678299,10478,,0,
1/4/2022,1,KS,10052,4212661,7678,,0,
1/4/2022,1,HI,2574,2265509,5853,,0,
1/4/2022,1,IA,947,4662216,8608,,0,
1/4/2022,1,NE,6482,2925708,4884,,0,
1/4/2022,1,NC,38725,15292614,28751,,0,
1/4/2022,1,AS,2498,78317,357,,0,
1/4/2022,1,VT,3296,1286165,2267,,0,
1/4/2022,1,WY,1424,698529,907,,0,
1/4/2022,1,MN,55201,9218747,18828,,0,
1/4/2022,1,OR,18009,6976291,8235,,0,
1/4/2022,1,WI,24528,9307255,17274,,0,
1/4/2022,1,MS,9160,3575888,6785,,0,
1/4/2022,1,VA,11890,14632219,33762,,0,
1/4/2022,1,WA,64285,12684476,22854,,0,
1/4/2022,1,MS,119816,3508260,17229,,0,
1/4/2022,1,KY,2145,5937661,11007,,0,
1/4/2022,1,IL,57705,20178038,42119,,0,
1/4/2022,1,AL,13759,5810727,10583,,0,
1/4/2022,1,MT,2999,1474734,1596,,0,
1/4/2022,1,PA,58354,20805103,41392,,0,
1/4/2022,1,NY,66343,34625869,91866,,0,
1/4/2022,1,HI,7640,2620732,5116,,0,
1/4/2022,1,WY,2747,689167,1049,,0,
1/4/2022,1,CT,21668,6832458,14905,,0,
1/4/2022,1,MA,7686,13114037,30402,,0,
1/4/2022,1,AR,8096,3895312,6218,,0,
1/4/2022,1,NJ,89281,15086426,35223,,0,
1/4/2022,1,ME,14484,2532859,5537,,0,
1/4/2022,1,NE,26252,2883386,5789,,0,
1/4/2022,1,MA,43269,13274094,28651,,0,
1/4/2022,1,AZ,61157,10587892,21724,,0,
1/4/2022,1,MO,18643,8212032,8843,,0,
1/4/2022,1,MO,3115,8113947,9413,,0,
1/4/2022,1,NM,1431,3456034,5250,,0,
1/4/2022,1,NV,12859,4430733,9066,,0,
1/4/2022,1,MH,70,48690,94,,0,
1/4/2022,1,GA,60,13419260,26690,,0,
1/4/2022,1,VA,32620,14957804,27545,,0,
1/4/2022,1,IL,12262,20006703,38221,,0,
1/4/2022,1,MH,107,49244,41,,0,
1/4/2022,1,RI,1692,1971593,5241,,0,
1/4/2022,1,VI,592,131056,302,,0,
1/4/2022,1,AK,1564,1051846,1251,,0,
1/4/2022,1,CO,15918,9592439,19141,,0,
1/4/2022,1,US,1643618,512665013,1093005,,0,
1/4/2022,1,WV,4368,2538075,3496,,0,
1/4/2022,1,ND,2111,1028531,1492,,0,
1/4/2022,1,WI,50536,9195748,19044,,0,
1/4/2022,1,PR,22516,6324294,14324,,0,
1/4/2022,1,NH,2935,2415002,5033,,0,
1/4/2022,1,NH,5809,2379167,4267,,0,
1/4/2022,1,OH,99870,16086902,36874,,0,
1/4/2022,1,ND,4496,1020643,1541,,0,
1/4/2022,1,FL,207555,33945694,65996,,0,
1/4/2022,1,OR,5067,6857676,5612,,0,
1/4/2022,1,TN,54123,8999662,17328,,0,
1/3/2022,1,TN,5,8945539,15177,,0,
1/3/2022,1,UT,0,4522375,9117,,0,
1/3/2022,1,NM,7798,3509737,4814,,0,
1/3/2022,1,MI,35413,14463801,28702,,0,
1/3/2022,1,WV,35,2496503,3445,,0,
1/3/2022,1,NV,12544,4354258,10731,,0,
1/3/2022,1,LA,13990,5685622,11964,,0,
1/3/2022,1,RI,5751,1998606,4710,,0,
1/3/2022,1,VT,5738,1263221,2543,,0,
1/3/2022,1,FM,0,84093,90,,0,
1/3/2022,1,CT,19188,6723814,18625,,0,
1/3/2022,1,MI,2,14017955,25338,,0,
1/3/2022,1,LA,12456,5755278,11799,,0,
1/3/2022,1,FL,68479,34395834,61012,,0,
1/3/2022,1,NY,100186,35000972,87454,,0,
1/3/2022,1,SD,2753,1283038,2301,,0,
1/3/2022,1,IN,0,8541830,12034,,0,
1/3/2022,1,MP,0,95793,232,,0,
1/3/2022,1,MT,31,1444505,1521,,0,
1/3/2022,1,AK,3417,1029914,2094,,0,
1/3/2022,1,MD,16496,10711382,20998,,0,
1/3/2022,1,PW,137,37512,67,,0,
1/3/2022,1,PW,0,36970,60,,0,
1/3/2022,1,GU,155,293824,306,,0,
1/3/2022,1,AR,8,3800426,3455,,0,
1/3/2022,1,DE,10029,1597853,3922,,0,
1/3/2022,1,AZ,26531,10784915,20147,,0,
1/3/2022,1,KY,13220,6002203,10652,,0,
1/3/2022,1,NJ,39566,15353326,34287,,0,
1/3/2022,1,IN,22330,8644126,11396,,0,
1/3/2022,1,GA,29467,13627564,27180,,0,
1/3/2022,1,OK,2115,5327053,7515,,0,
1/3/2022,1,TX,107439,41717645,85882,,0,
1/3/2022,1,US,1219670,518226959,1032607,,0,
1/3/2022,1,GU,581,311960,410,,0,
1/3/2022,1,SC,15627,6901633,13227,,0,
1/3/2022,1,MP,414,97499,241,,0,
1/3/2022,1,MD,34376,10502725,23492,,0,
1/3/2022,1,TX,291735,40905991,90188,,0,
1/3/2022,1,ME,5183,2556132,4963,,0,
1/3/2022,1,DC,4411,1302549,3225,,0,
1/3/2022,1,ID,4343,2246442,3353,,0,
1/3/2022,1,CA,155953,66388118,156995,,0,
1/3/2022,1,PR,1,5935185,13880,,0,
1/3/2022,1,IA,7873,4689405,7575,,0,
1/3/2022,1,AS,444,79524,435,,0,
1/3/2022,1,CA,172196,65768572,151926,,0,
1/3/2022,1,SC,22601,6774387,13376,,0,
1/3/2022,1,CO,11898,9741738,15455,,0,
1/3/2022,1,MN,20980,9301194,16931,,0,
1/3/2022,1,SD,237,1265667,2392,,0,
1/3/2022,1,OK,11707,5408755,9806,,0,
1/3/2022,1,OH,43353,16289415,34276,,0,
1/3/2022,1,FM,136,85078,59,,0,
1/3/2022,1,VI,337,133062,304,,0,
1/3/2022,1,DE,2290,1617278,3066,,0,
1/3/2022,1,TN,15787,9174549,15951,,0,
1/3/2022,1,OR,8,6852609,5357,,0,
1/3/2022,1,FL,77,33738139,64696,,0,
1/3/2022,1,ND,2,1016147,1370,,0,
1/3/2022,1,NE,4,2857134,5836,,0,
1/3/2022,1,ME,694,2518375,5499,,0,
1/3/2022,1,MN,0,9163546,17345,,0,
1/3/2022,1,AL,14004,5669320,11044,,0,
1/3/2022,1,KS,1,4086458,11454,,0,
1/3/2022,1,PA,1146,20126121,35009,,0,
1/3/2022,1,WA,28235,12893599,21342,,0,
1/3/2022,1,DC,1412,1333565,2203,,0,
1/3/2022,1,NC,28772,15037752,30686,,0,
1/3/2022,1,ID,0,2026517,1824,,0,
1/3/2022,1,UT,11328,4740415,7713,,0,
1/3/2022,1,WY,1111,697105,913,,0,
1/3/2022,1,KS,9063,4202609,8097,,0,
1/3/2022,1,VT,2907,1282869,2344,,0,
1/3/2022,1,AS,0,75819,29,,0,
1/3/2022,1,NC,32290,15253889,29605,,0,
1/3/2022,1,NE,4971,2919226,5157,,0,
1/3/2022,1,IA,24832,4661269,14947,,0,
1/3/2022,1,HI,10795,2262935,5883,,0,
1/3/2022,1,NJ,50,14997145,28135,,0,
1/3/2022,1,AR,7568,3887216,6432,,0,
1/3/2022,1,VA,55015,14620329,32213,,0,
1/3/2022,1,MS,8134,3566728,6985,,0,
1/3/2022,1,WI,21551,9282727,17845,,0,
1/3/2022,1,OR,14900,6958282,6493,,0,
1/3/2022,1,MA,32084,13106351,30339,,0,
1/3/2022,1,CT,19039,6810790,15452,,0,
1/3/2022,1,WY,106,686420,996,,0,
1/3/2022,1,IL,54149,20120333,43224,,0,
1/3/2022,1,KY,15601,5935516,11013,,0,
1/3/2022,1,MS,61,3388444,112,,0,
1/3/2022,1,WA,22,12620191,23207,,0,
1/3/2022,1,HI,7874,2613092,5240,,0,
1/3/2022,1,NY,54058,34559526,94310,,0,
1/3/2022,1,PA,55678,20746749,43125,,0,
1/3/2022,1,MT,2002,1471735,1569,,0,
1/3/2022,1,AL,11715,5796968,11035,,0,
1/3/2022,1,OH,41,15987032,43667,,0,
1/3/2022,1,NH,5076,2373358,4402,,0,
1/3/2022,1,VI,15,130464,233,,0,
1/3/2022,1,RI,5065,1969901,5165,,0,
1/3/2022,1,MH,119,49137,38,,0,
1/3/2022,1,IL,155471,19994441,38052,,0,
1/3/2022,1,VA,19860,14925184,30849,,0,
1/3/2022,1,GA,113,13419200,48986,,0,
1/3/2022,1,MO,19105,8193389,9199,,0,
1/3/2022,1,MA,36047,13230825,29445,,0,
1/3/2022,1,AZ,146,10526735,13583,,0,
1/3/2022,1,MH,591,48620,84,,0,
1/3/2022,1,NV,12665,4417874,9202,,0,
1/3/2022,1,NM,79,3454603,5254,,0,
1/3/2022,1,MO,0,8110832,9322,,0,
1/3/2022,1,NH,4137,2412067,6786,,0,
1/3/2022,1,WI,202,9145212,18871,,0,
1/3/2022,1,ND,1841,1026420,1581,,0,
1/3/2022,1,WV,3903,2533707,3628,,0,
1/3/2022,1,US,1022421,511021395,1077247,,0,
1/3/2022,1,CO,28798,9576521,19861,,0,
1/3/2022,1,AK,1436,1050282,1296,,0,
1/3/2022,1,PR,19326,6301778,14853,,0,
1/2/2022,1,PR,3994,6282452,15788,,0,
1/2/2022,1,VI,17,132725,271,,0,
1/2/2022,1,FM,0,84942,46,,0,
1/2/2022,1,OH,15548,16246062,35087,,0,
1/2/2022,1,PW,0,37375,58,,0,
1/2/2022,1,MD,9038,10694886,23324,,0,
1/2/2022,1,AK,0,1026497,1608,,0,
1/2/2022,1,LA,3990,5742822,11987,,0,
1/2/2022,1,MI,0,14017953,25338,,0,
1/2/2022,1,MI,14004,14428388,29321,,0,
1/2/2022,1,NM,2397,3501939,5074,,0,
1/2/2022,1,UT,0,4522375,9122,,0,
1/2/2022,1,TN,0,8945534,15178,,0,
1/2/2022,1,CT,0,6704626,16126,,0,
1/2/2022,1,NV,0,4341714,10889,,0,
1/2/2022,1,WV,0,2496468,3440,,0,
1/2/2022,1,FM,0,84093,90,,0,
1/2/2022,1,VT,0,1257483,1966,,0,
1/2/2022,1,RI,2184,1992855,4958,,0,
1/2/2022,1,LA,0,5671632,10293,,0,
1/2/2022,1,MT,0,1444474,1518,,0,
1/2/2022,1,MP,0,95793,232,,0,
1/2/2022,1,NY,41944,34900786,92739,,0,
1/2/2022,1,FL,35883,34327355,64626,,0,
1/2/2022,1,IN,0,8541830,12065,,0,
1/2/2022,1,SD,869,1280285,2405,,0,
1/2/2022,1,OK,3736,5397048,10237,,0,
1/2/2022,1,SD,0,1265430,2359,,0,
1/2/2022,1,TX,37693,41610206,87699,,0,
1/2/2022,1,OK,0,5324938,11927,,0,
1/2/2022,1,GA,12099,13598097,28306,,0,
1/2/2022,1,IN,7950,8621796,11853,,0,
1/2/2022,1,NJ,12934,15313760,37032,,0,
1/2/2022,1,PW,0,36970,80,,0,
1/2/2022,1,KY,4033,5988983,10835,,0,
1/2/2022,1,AZ,9314,10758384,20847,,0,
1/2/2022,1,AR,0,3800418,3455,,0,
1/2/2022,1,GU,0,293669,331,,0,
1/2/2022,1,DE,0,1587824,2491,,0,
1/2/2022,1,MN,5414,9280214,16991,,0,
1/2/2022,1,CO,5855,9729840,16965,,0,
1/2/2022,1,CA,0,66232165,136933,,0,
1/2/2022,1,ID,1268,2242099,3412,,0,
1/2/2022,1,MP,0,97085,255,,0,
1/2/2022,1,SC,6646,6886006,13515,,0,
1/2/2022,1,GU,114,311379,486,,0,
1/2/2022,1,US,491574,517007289,1073700,,0,
1/2/2022,1,DC,0,1298138,2831,,0,
1/2/2022,1,ME,1346,2550949,5099,,0,
1/2/2022,1,TX,0,40614256,84698,,0,
1/2/2022,1,MD,0,10468349,19380,,0,
1/2/2022,1,SC,0,6751786,10506,,0,
1/2/2022,1,CA,87167,65596376,158031,,0,
1/2/2022,1,AS,0,79080,371,,0,
1/2/2022,1,IA,2688,4681532,8191,,0,
1/2/2022,1,PR,0,5935184,13882,,0,
1/2/2022,1,AK,503,1048846,1332,,0,
1/2/2022,1,CO,0,9547723,16344,,0,
1/2/2022,1,US,0,509998974,1030041,,0,
1/2/2022,1,WY,0,686314,981,,0,
1/2/2022,1,CT,7033,6791751,15786,,0,
1/2/2022,1,MA,0,13074267,26441,,0,
1/2/2022,1,UT,2150,4729087,7913,,0,
1/2/2022,1,ID,0,2026517,1824,,0,
1/2/2022,1,NC,0,15008980,28031,,0,
1/2/2022,1,ND,0,1016145,1370,,0,
1/2/2022,1,FL,0,33738062,64696,,0,
1/2/2022,1,OR,0,6852601,10151,,0,
1/2/2022,1,TN,8285,9158762,16954,,0,
1/2/2022,1,DE,1272,1614988,3267,,0,
1/2/2022,1,DC,883,1332153,2511,,0,
1/2/2022,1,WA,11464,12865364,20722,,0,
1/2/2022,1,PA,0,20124975,34846,,0,
1/2/2022,1,KS,0,4086457,11455,,0,
1/2/2022,1,AL,0,5655316,9212,,0,
1/2/2022,1,ME,0,2517681,5402,,0,
1/2/2022,1,NE,0,2857130,5835,,0,
1/2/2022,1,MN,0,9163546,17345,,0,
1/2/2022,1,OR,5170,6943382,5699,,0,
1/2/2022,1,WI,6391,9261176,18387,,0,
1/2/2022,1,KS,2617,4193546,8390,,0,
1/2/2022,1,WY,215,695994,915,,0,
1/2/2022,1,MS,2080,3558594,7118,,0,
1/2/2022,1,VA,0,14565314,27195,,0,
1/2/2022,1,HI,0,2252140,4398,,0,
1/2/2022,1,IA,0,4636437,11400,,0,
1/2/2022,1,NE,2149,2914255,5436,,0,
1/2/2022,1,NC,14611,15221599,30310,,0,
1/2/2022,1,AS,0,75819,29,,0,
1/2/2022,1,VT,545,1279962,2423,,0,
1/2/2022,1,AR,1692,3879648,6545,,0,
1/2/2022,1,NJ,0,14997095,36455,,0,
1/2/2022,1,WV,1474,2529804,3752,,0,
1/2/2022,1,ND,129,1024579,1438,,0,
1/2/2022,1,WI,0,9145010,18842,,0,
1/2/2022,1,MA,15046,13194778,30100,,0,
1/2/2022,1,NH,2136,2368282,4548,,0,
1/2/2022,1,OH,0,15986991,43661,,0,
1/2/2022,1,WA,0,12620169,23206,,0,
1/2/2022,1,MS,0,3388383,107,,0,
1/2/2022,1,KY,0,5919915,9009,,0,
1/2/2022,1,IL,20992,20066184,44584,,0,
1/2/2022,1,AL,5056,5785253,11504,,0,
1/2/2022,1,MT,663,1469733,1606,,0,
1/2/2022,1,PA,18426,20691071,44097,,0,
1/2/2022,1,NY,0,34505468,90243,,0,
1/2/2022,1,HI,2901,2605218,5439,,0,
1/2/2022,1,MO,6480,8174284,9382,,0,
1/2/2022,1,GA,0,13419087,48981,,0,
1/2/2022,1,VA,15440,14905324,34461,,0,
1/2/2022,1,IL,0,19838970,39132,,0,
1/2/2022,1,MH,0,49018,30,,0,
1/2/2022,1,RI,0,1964836,4683,,0,
1/2/2022,1,VI,0,130449,235,,0,
1/2/2022,1,NH,0,2407930,6321,,0,
1/2/2022,1,NV,5321,4405209,9220,,0,
1/2/2022,1,MH,0,48029,0,,0,
1/2/2022,1,AZ,0,10526589,16548,,0,
1/2/2022,1,NM,0,3454524,5402,,0,
1/2/2022,1,MO,0,8110832,9323,,0,
1/1/2022,52,MO,277,8110832,9323,,0,
1/1/2022,52,NM,1036,3454524,5403,,0,
1/1/2022,52,IA,570,4678844,8295,,0,
1/1/2022,52,AS,0,79080,371,,0,
1/1/2022,52,CA,7914,65509209,153651,,0,
1/1/2022,52,SC,20136,6751786,12151,,0,
1/1/2022,52,MP,0,95793,232,,0,
1/1/2022,52,MT,197,1444474,1518,,0,
1/1/2022,52,TN,238,8945534,15178,,0,
1/1/2022,52,OH,2680,16230514,35133,,0,
1/1/2022,52,FM,0,84942,46,,0,
1/1/2022,52,VI,0,132708,270,,0,
1/1/2022,52,PR,83,6278458,15842,,0,
1/1/2022,52,UT,82,4522375,9123,,0,
1/1/2022,52,NM,72,3499542,5042,,0,
1/1/2022,52,MI,1852,14414384,29551,,0,
1/1/2022,52,AK,24,1026497,1608,,0,
1/1/2022,52,MD,3147,10685848,23599,,0,
1/1/2022,52,PW,0,37375,58,,0,
1/1/2022,52,MI,251,14017953,25338,,0,
1/1/2022,52,LA,1223,5738832,11969,,0,
1/1/2022,52,LA,19691,5671632,11114,,0,
1/1/2022,52,RI,262,1990671,4992,,0,
1/1/2022,52,VT,4143,1257483,2581,,0,
1/1/2022,52,FM,0,84093,90,,0,
1/1/2022,52,CT,42940,6704626,18269,,0,
1/1/2022,52,WV,178,2496468,3442,,0,
1/1/2022,52,NV,13350,4341714,10889,,0,
1/1/2022,52,MD,170,10468349,19791,,0,
1/1/2022,52,TX,845,40614256,84698,,0,
1/1/2022,52,ME,885,2549603,5103,,0,
1/1/2022,52,DC,5984,1298138,3246,,0,
1/1/2022,52,PW,0,36970,80,,0,
1/1/2022,52,FL,6631,34291472,64827,,0,
1/1/2022,52,NY,3906,34858842,93771,,0,
1/1/2022,52,NJ,2427,15300826,37331,,0,
1/1/2022,52,IN,335,8613846,11916,,0,
1/1/2022,52,GA,3096,13585998,28296,,0,
1/1/2022,52,OK,1032,5324938,11928,,0,
1/1/2022,52,TX,14052,41572513,88176,,0,
1/1/2022,52,SD,199,1279416,2387,,0,
1/1/2022,52,IN,336,8541830,12065,,0,
1/1/2022,52,SD,699,1265430,2378,,0,
1/1/2022,52,OK,1252,5393312,10329,,0,
1/1/2022,52,US,99100,516515715,1071345,,0,
1/1/2022,52,GU,0,311265,484,,0,
1/1/2022,52,SC,1999,6879360,13328,,0,
1/1/2022,52,MP,0,97085,255,,0,
1/1/2022,52,DE,74,1587824,2491,,0,
1/1/2022,52,AZ,1915,10749070,20900,,0,
1/1/2022,52,KY,1231,5984950,10841,,0,
1/1/2022,52,GU,649,293669,331,,0,
1/1/2022,52,AR,118,3800418,3455,,0,
1/1/2022,52,ID,469,2240831,3381,,0,
1/1/2022,52,CA,224978,66232165,149425,,0,
1/1/2022,52,CO,1384,9723985,17086,,0,
1/1/2022,52,MN,988,9274800,17027,,0,
1/1/2022,52,AZ,1352,10526589,16558,,0,
1/1/2022,52,VA,66029,14565314,27482,,0,
1/1/2022,52,MS,831,3556514,7109,,0,
1/1/2022,52,DE,349,1613716,3295,,0,
1/1/2022,52,TN,2307,9150477,16948,,0,
1/1/2022,52,US,691185,509998974,1062041,,0,
1/1/2022,52,CO,1671,9547723,16917,,0,
1/1/2022,52,AK,74,1048343,1321,,0,
1/1/2022,52,PR,356,5935184,13882,,0,
1/1/2022,52,OR,97,6852601,10151,,0,
1/1/2022,52,FL,1240,33738062,64696,,0,
1/1/2022,52,ND,119,1016145,1370,,0,
1/1/2022,52,MA,44982,13074267,30236,,0,
1/1/2022,52,CT,1534,6784718,15882,,0,
1/1/2022,52,WY,153,686314,982,,0,
1/1/2022,52,NC,34999,15008980,30349,,0,
1/1/2022,52,ID,59,2026517,1824,,0,
1/1/2022,52,UT,1377,4726937,7943,,0,
1/1/2022,52,WY,95,695779,918,,0,
1/1/2022,52,NE,120,2857130,5836,,0,
1/1/2022,52,ME,508,2517681,5463,,0,
1/1/2022,52,AL,15583,5655316,10170,,0,
1/1/2022,52,KS,166,4086457,11455,,0,
1/1/2022,52,PA,1543,20124975,34945,,0,
1/1/2022,52,WA,4025,12853900,19923,,0,
1/1/2022,52,DC,240,1331270,2530,,0,
1/1/2022,52,KS,757,4190929,8408,,0,
1/1/2022,52,MN,392,9163546,17345,,0,
1/1/2022,52,WI,1332,9254785,18463,,0,
1/1/2022,52,OR,654,6938212,5360,,0,
1/1/2022,52,MH,0,48029,16,,0,
1/1/2022,52,NV,1062,4399888,9265,,0,
1/1/2022,52,IL,2992,20045192,44883,,0,
1/1/2022,52,KY,15677,5919915,10077,,0,
1/1/2022,52,MS,91,3388383,107,,0,
1/1/2022,52,WA,197,12620169,23206,,0,
1/1/2022,52,WI,878,9145010,18842,,0,
1/1/2022,52,ND,28,1024450,1439,,0,
1/1/2022,52,WV,566,2528330,3726,,0,
1/1/2022,52,VT,122,1279417,2430,,0,
1/1/2022,52,AS,0,75819,29,,0,
1/1/2022,52,NC,3942,15206988,30187,,0,
1/1/2022,52,NE,616,2912106,5465,,0,
1/1/2022,52,IA,100,4636437,11400,,0,
1/1/2022,52,HI,7049,2252140,4627,,0,
1/1/2022,52,NJ,65,14997095,36455,,0,
1/1/2022,52,AR,1084,3877956,6536,,0,
1/1/2022,52,OH,499,15986991,43661,,0,
1/1/2022,52,NH,549,2366146,4537,,0,
1/1/2022,52,MA,1798,13179732,29974,,0,
1/1/2022,52,NH,2450,2407930,6623,,0,
1/1/2022,52,MO,583,8167804,9392,,0,
1/1/2022,52,HI,248,2602317,5439,,0,
1/1/2022,52,NY,103793,34505468,93430,,0,
1/1/2022,52,PA,4899,20672645,44135,,0,
1/1/2022,52,MT,148,1469070,1570,,0,
1/1/2022,52,AL,1610,5780197,11440,,0,
1/1/2022,52,VI,65,130449,236,,0,
1/1/2022,52,RI,6644,1964836,5214,,0,
1/1/2022,52,MH,0,49018,30,,0,
1/1/2022,52,IL,384,19838970,39132,,0,
1/1/2022,52,VA,6255,14889884,34547,,0,
1/1/2022,52,GA,46485,13419087,48981,,0,
12/31/2021,52,GA,40890,13372602,42401,,0,
12/31/2021,52,VA,20814,14883629,33674,,0,
12/31/2021,52,IL,95704,19838586,39137,,0,
12/31/2021,52,MH,0,49018,30,,0,
12/31/2021,52,RI,9198,1958192,5238,,0,
12/31/2021,52,VI,446,130384,232,,0,
12/31/2021,52,CA,418154,66007187,155565,,0,
12/31/2021,52,ID,2103,2240362,3316,,0,
12/31/2021,52,FM,0,84093,90,,0,
12/31/2021,52,VT,3844,1253340,2777,,0,
12/31/2021,52,RI,2304,1990409,4956,,0,
12/31/2021,52,LA,18463,5651941,10754,,0,
12/31/2021,52,PR,4430,6278375,15843,,0,
12/31/2021,52,SC,18308,6731650,12132,,0,
12/31/2021,52,CA,77263,65501295,152650,,0,
12/31/2021,52,AS,0,79080,371,,0,
12/31/2021,52,IA,6006,4678274,8216,,0,
12/31/2021,52,NM,11955,3453488,6978,,0,
12/31/2021,52,MO,22319,8110555,9318,,0,
12/31/2021,52,VI,89,132708,270,,0,
12/31/2021,52,FM,3,84942,46,,0,
12/31/2021,52,OH,21169,16227834,34759,,0,
12/31/2021,52,MT,219,1444277,1510,,0,
12/31/2021,52,MP,0,95793,232,,0,
12/31/2021,52,TN,22497,8945296,15201,,0,
12/31/2021,52,LA,7249,5737609,11801,,0,
12/31/2021,52,MI,38226,14017702,25367,,0,
12/31/2021,52,MI,15561,14412532,29301,,0,
12/31/2021,52,NM,549,3499470,5036,,0,
12/31/2021,52,UT,116,4522293,9124,,0,
12/31/2021,52,PW,0,37375,58,,0,
12/31/2021,52,MD,11797,10682701,23206,,0,
12/31/2021,52,AK,1778,1026473,1610,,0,
12/31/2021,52,AR,224,3800300,4712,,0,
12/31/2021,52,GU,34,293020,238,,0,
12/31/2021,52,NY,47337,34854936,93359,,0,
12/31/2021,52,FL,47591,34284841,63926,,0,
12/31/2021,52,CT,23458,6661686,12219,,0,
12/31/2021,52,PW,0,36970,80,,0,
12/31/2021,52,NV,13953,4328364,9008,,0,
12/31/2021,52,WV,5782,2496290,3437,,0,
12/31/2021,52,DC,5652,1292154,3206,,0,
12/31/2021,52,ME,2637,2548718,4979,,0,
12/31/2021,52,TX,1338,40613411,84712,,0,
12/31/2021,52,MD,33838,10468179,22892,,0,
12/31/2021,52,KY,8031,5983719,10670,,0,
12/31/2021,52,AZ,10703,10747155,20637,,0,
12/31/2021,52,OK,6136,5392060,10152,,0,
12/31/2021,52,SD,3615,1264731,2359,,0,
12/31/2021,52,TX,57919,41558461,86236,,0,
