Date,MMWR_week,Location,Administered_Daily,Administered_Cumulative,Administered_7_Day_Rolling_Average,Date,7_Day_Rolling_Average,
7/9/2021,27,FM,190,54055,219,,0,
7/9/2021,27,OH,13829,11039206,9997,,0,
7/9/2021,27,NC,17045,9392830,11795,,0,
7/9/2021,27,UT,7320,3040542,4617,,0,
7/9/2021,27,ID,1990,1339378,1701,,0,
7/9/2021,27,AZ,16443,7343443,10137,,0,
7/9/2021,27,KY,6577,3856750,4462,,0,
7/9/2021,27,KS,4893,2749289,3244,,0,
7/9/2021,27,DC,1348,943867,1001,,0,
7/9/2021,27,AL,6104,3408591,6138,,0,
7/9/2021,27,WA,15721,8706226,10773,,0,
7/9/2021,27,KS,3984,2517386,3008,,0,
7/9/2021,27,PA,13942,14080908,19669,,0,
7/9/2021,27,MN,7857,6211293,5500,,0,
7/9/2021,27,CO,11281,6514992,7680,,0,
7/9/2021,27,MO,13903,5390353,8405,,0,
7/9/2021,27,NH,1497,1557604,3334,,0,
7/9/2021,27,UT,5844,2890277,4752,,0,
7/9/2021,27,MI,12749,9836717,9734,,0,
7/9/2021,27,NM,3551,2339446,2579,,0,
7/9/2021,27,MH,0,33729,93,,0,
7/9/2021,27,NV,7009,2896719,5150,,0,
7/9/2021,27,AZ,13872,6856821,10749,,0,
7/9/2021,27,AR,7830,2388699,4267,,0,
7/9/2021,27,NJ,19050,9995935,15672,,0,
7/9/2021,27,OK,6976,3415427,4626,,0,
7/9/2021,27,SD,1239,827873,841,,0,
7/9/2021,27,FL,45445,21437912,38596,,0,
7/9/2021,27,ND,915,648277,580,,0,
7/9/2021,27,OR,67,4623018,5361,,0,
7/9/2021,27,MO,10644,5186422,7651,,0,
7/9/2021,27,NM,4360,2413586,3176,,0,
7/9/2021,27,RI,1704,1338534,1402,,0,
7/9/2021,27,VT,771,858120,665,,0,
7/9/2021,27,FM,0,51997,155,,0,
7/9/2021,27,LA,7083,3433043,6411,,0,
7/9/2021,27,AK,1282,725235,727,,0,
7/9/2021,27,US,620612,332966409,593848,,0,
7/9/2021,27,CO,399,6265991,7710,,0,
7/9/2021,27,CA,88186,43628105,61510,,0,
7/9/2021,27,SC,6974,4247083,5829,,0,
7/9/2021,27,IA,4393,3132332,2797,,0,
7/9/2021,27,AS,177,49289,151,,0,
7/9/2021,27,CT,7738,4459737,5364,,0,
7/9/2021,27,MP,235,57092,211,,0,
7/9/2021,27,MT,1256,949716,870,,0,
7/8/2021,27,MT,1544,948460,999,,0,
7/8/2021,27,MP,215,56857,177,,0,
7/8/2021,27,MA,10950,9021803,8737,,0,
7/8/2021,27,TN,10069,5508741,32124,,0,
7/8/2021,27,ME,1701,1629452,2029,,0,
7/8/2021,27,NE,4974,1881129,1763,,0,
7/8/2021,27,DE,1563,1052238,1551,,0,
7/8/2021,27,VT,633,874302,497,,0,
7/8/2021,27,AS,62,47735,136,,0,
7/8/2021,27,NC,15020,9759242,12087,,0,
7/8/2021,27,IA,3954,3061232,3127,,0,
7/8/2021,27,HI,1531,1691137,1560,,0,
7/8/2021,27,NE,2707,1943466,2002,,0,
7/8/2021,27,DE,1823,1096241,1315,,0,
7/8/2021,27,TN,9082,5861497,7172,,0,
7/8/2021,27,ND,1035,663880,607,,0,
7/8/2021,27,WI,8212,5992102,10546,,0,
7/8/2021,27,WV,2450,1732273,1636,,0,
7/8/2021,27,HI,2834,1707319,2153,,0,
7/8/2021,27,PA,17511,13965747,13843,,0,
7/8/2021,27,AL,6269,3528355,4736,,0,
7/8/2021,27,NY,42965,22108681,36808,,0,
7/8/2021,27,MT,1258,989938,804,,0,
7/8/2021,27,WY,2124,433296,1437,,0,
7/8/2021,27,CT,6020,4544403,4959,,0,
7/8/2021,27,MA,11447,8924358,9428,,0,
7/8/2021,27,WY,808,450940,520,,0,
7/8/2021,27,MN,8909,5927284,6173,,0,
7/8/2021,27,US,566187,341237475,449398,,0,
7/8/2021,27,GU,608,204052,466,,0,
7/8/2021,27,SC,6888,4345928,5748,,0,
7/8/2021,27,MP,230,57162,172,,0,
7/8/2021,27,PR,17655,4247850,9366,,0,
7/8/2021,27,MI,24526,9494060,7916,,0,
7/8/2021,27,LA,6894,3536954,5087,,0,
7/8/2021,27,OH,14144,10791040,12550,,0,
7/8/2021,27,NH,2374,1661486,1998,,0,
7/8/2021,27,IN,9146,5981606,7014,,0,
7/8/2021,27,TX,56994,27009401,45526,,0,
7/8/2021,27,OK,5657,3304376,4335,,0,
7/8/2021,27,GA,16467,8661042,13365,,0,
7/8/2021,27,NJ,16971,10199504,14838,,0,
7/8/2021,27,VA,14399,9348211,14149,,0,
7/8/2021,27,MS,4545,2162803,3091,,0,
7/8/2021,27,NV,6701,2824487,5806,,0,
7/8/2021,27,WV,49601,1476622,8026,,0,
7/8/2021,27,IL,20652,13438581,16878,,0,
7/8/2021,27,WA,17553,8717273,18317,,0,
7/8/2021,27,MS,5085,2035918,17500,,0,
7/8/2021,27,KY,6811,4041480,5505,,0,
7/8/2021,27,IN,11364,5867459,38161,,0,
7/8/2021,27,SD,1161,837722,835,,0,
7/8/2021,27,OR,6317,4756210,4291,,0,
7/8/2021,27,WI,8165,6206044,5740,,0,
7/8/2021,27,VA,15552,9818839,12636,,0,
7/8/2021,27,RI,2121,1288950,1435,,0,
7/8/2021,27,MH,59,35683,81,,0,
7/8/2021,27,IL,13845,13130458,18347,,0,
7/8/2021,27,GA,18643,8549769,14869,,0,
7/8/2021,27,VI,246,79196,150,,0,
7/8/2021,27,GU,710,192503,403,,0,
7/8/2021,27,AR,5481,2269110,4070,,0,
7/8/2021,27,PW,0,25406,40,,0,
7/8/2021,27,FL,40394,22184931,36698,,0,
7/8/2021,27,NY,37029,22831960,32308,,0,
7/8/2021,27,CT,6797,4451999,5412,,0,
7/8/2021,27,MO,11869,5376450,7954,,0,
7/8/2021,27,CA,93547,43307094,76487,,0,
7/8/2021,27,ID,2354,1451059,1628,,0,
7/8/2021,27,MD,11829,7179657,9239,,0,
7/8/2021,27,AK,1192,679337,2729,,0,
7/8/2021,27,PW,12,25817,39,,0,
7/8/2021,27,DC,1645,875639,1514,,0,
7/8/2021,27,TX,63048,26080182,46245,,0,
7/8/2021,27,ME,1764,1687099,1354,,0,
7/8/2021,27,MD,12962,6965180,10548,,0,
7/8/2021,27,PR,18138,3790497,13428,,0,
7/8/2021,27,CO,9832,6503711,7715,,0,
7/8/2021,27,MN,7811,6203436,5393,,0,
7/8/2021,27,ID,1985,1337388,1670,,0,
7/8/2021,27,UT,6089,3033222,4571,,0,
7/8/2021,27,NC,14264,9375785,12959,,0,
7/8/2021,27,OH,12259,11025377,10042,,0,
7/8/2021,27,FM,233,53865,232,,0,
7/8/2021,27,VI,283,84712,176,,0,
7/8/2021,27,PA,25340,14066966,21842,,0,
7/8/2021,27,KS,4171,2513402,3099,,0,
7/8/2021,27,WA,13025,8690505,10827,,0,
7/8/2021,27,AL,6149,3402487,5299,,0,
7/8/2021,27,DC,1246,942519,998,,0,
7/8/2021,27,KY,5739,3850173,4352,,0,
7/8/2021,27,AZ,11914,7327000,9804,,0,
7/8/2021,27,KS,4672,2744396,3189,,0,
7/8/2021,27,AS,41,49112,157,,0,
7/8/2021,27,IA,3360,3127939,2744,,0,
7/8/2021,27,SC,6966,4240109,5933,,0,
7/8/2021,27,CA,75798,43539919,61746,,0,
7/8/2021,27,OR,8755,4622951,6581,,0,
7/8/2021,27,ND,938,647362,608,,0,
7/8/2021,27,FL,49480,21392467,39911,,0,
7/8/2021,27,NV,5437,2889710,5161,,0,
7/8/2021,27,MH,0,33729,93,,0,
7/8/2021,27,NH,7946,1556107,3338,,0,
7/8/2021,27,NM,3622,2335895,2563,,0,
7/8/2021,27,MI,12076,9823968,9793,,0,
7/8/2021,27,UT,8589,2884433,3922,,0,
7/8/2021,27,SD,1177,826634,844,,0,
7/8/2021,27,OK,6679,3408451,4457,,0,
7/8/2021,27,AZ,12091,6842949,10622,,0,
7/8/2021,27,NJ,18446,9976885,16007,,0,
7/8/2021,27,AR,5928,2380869,4016,,0,
7/8/2021,27,CO,10655,6265592,8864,,0,
7/8/2021,27,US,694333,332345797,599070,,0,
7/8/2021,27,AK,1008,723953,696,,0,
7/8/2021,27,NM,3737,2409226,3543,,0,
7/8/2021,27,MO,9726,5175778,7544,,0,
7/8/2021,27,LA,6833,3425960,6534,,0,
7/8/2021,27,FM,385,51997,195,,0,
7/8/2021,27,VT,324,857349,694,,0,
7/8/2021,27,RI,1647,1336830,1454,,0,
7/7/2021,27,RI,1895,1335183,1459,,0,
7/7/2021,27,VT,222,857025,777,,0,
7/7/2021,27,FM,0,51612,158,,0,
7/7/2021,27,LA,2346,3419127,11376,,0,
7/7/2021,27,PW,0,25406,40,,0,
7/7/2021,27,WY,706,450132,514,,0,
7/7/2021,27,DE,299,1050675,1643,,0,
7/7/2021,27,MA,10730,9010853,8874,,0,
7/7/2021,27,MP,160,56642,147,,0,
7/7/2021,27,MT,295,946916,980,,0,
7/7/2021,27,NE,3,1876155,1504,,0,
7/7/2021,27,ME,4131,1627751,3260,,0,
7/7/2021,27,TN,2183,5498672,32292,,0,
7/7/2021,27,MA,2800,8912911,10868,,0,
7/7/2021,27,CT,6451,4538383,4997,,0,
7/7/2021,27,WY,26,431172,1346,,0,
7/7/2021,27,NE,2603,1940759,2026,,0,
7/7/2021,27,HI,1205,1689606,1634,,0,
7/7/2021,27,IA,820,3057278,3164,,0,
7/7/2021,27,NC,15538,9744222,12335,,0,
7/7/2021,27,AS,363,47673,224,,0,
7/7/2021,27,VT,586,873669,517,,0,
7/7/2021,27,MT,1292,988680,811,,0,
7/7/2021,27,NY,37194,22065716,39317,,0,
7/7/2021,27,AL,6312,3522086,4793,,0,
7/7/2021,27,PA,19008,13948236,14272,,0,
7/7/2021,27,HI,2744,1704485,2206,,0,
7/7/2021,27,TN,9175,5852415,7389,,0,
7/7/2021,27,DE,1640,1094418,1354,,0,
7/7/2021,27,WV,2180,1729823,1670,,0,
7/7/2021,27,WI,1707,5983890,11058,,0,
7/7/2021,27,ND,990,662845,638,,0,
7/7/2021,27,AR,1980,2263629,4822,,0,
7/7/2021,27,GU,68,191793,565,,0,
7/7/2021,27,NJ,18366,10182533,15327,,0,
7/7/2021,27,GA,16656,8644575,13578,,0,
7/7/2021,27,OK,2049,3298719,4481,,0,
7/7/2021,27,TX,57861,26952407,45558,,0,
7/7/2021,27,IN,9850,5972460,7017,,0,
7/7/2021,27,PR,11824,4230195,8488,,0,
7/7/2021,27,MN,1952,5918375,7314,,0,
7/7/2021,27,MP,219,56932,173,,0,
7/7/2021,27,SC,6811,4339040,5837,,0,
7/7/2021,27,GU,671,203444,460,,0,
7/7/2021,27,US,570463,340671288,454967,,0,
7/7/2021,27,NH,2285,1659112,2034,,0,
7/7/2021,27,OH,6072,10776896,13133,,0,
7/7/2021,27,LA,7136,3530060,5148,,0,
7/7/2021,27,MI,1233,9469534,6500,,0,
7/7/2021,27,VI,350,78950,140,,0,
7/7/2021,27,GA,13127,8531126,15475,,0,
7/7/2021,27,IL,1428,13116613,20763,,0,
7/7/2021,27,MH,84,35624,78,,0,
7/7/2021,27,RI,393,1286829,1539,,0,
7/7/2021,27,VA,15899,9803287,12870,,0,
7/7/2021,27,WV,531,1427021,1343,,0,
7/7/2021,27,NV,2988,2817786,5955,,0,
7/7/2021,27,MS,4205,2158258,3104,,0,
7/7/2021,27,VA,5291,9333812,14736,,0,
7/7/2021,27,WI,7996,6197879,5917,,0,
7/7/2021,27,OR,3142,4749893,4434,,0,
7/7/2021,27,KY,2543,4034669,5773,,0,
7/7/2021,27,MS,117017,2030833,17332,,0,
7/7/2021,27,WA,22884,8699720,19420,,0,
7/7/2021,27,IL,21939,13417929,17306,,0,
7/7/2021,27,SD,1219,836561,837,,0,
7/7/2021,27,IN,2674,5856095,38368,,0,
7/7/2021,27,MO,2509,5166052,7782,,0,
7/7/2021,27,NM,1402,2405489,3599,,0,
7/7/2021,27,DC,1254,941273,1020,,0,
7/7/2021,27,AL,3972,3396338,6533,,0,
7/7/2021,27,WA,13658,8677480,11143,,0,
7/7/2021,27,KS,965,2509231,3579,,0,
7/7/2021,27,PA,19819,14041626,23949,,0,
7/7/2021,27,ID,2089,1448705,1622,,0,
7/7/2021,27,CA,31038,43213547,81352,,0,
7/7/2021,27,MO,11111,5364581,7705,,0,
7/7/2021,27,NY,39566,22794931,32905,,0,
7/7/2021,27,FL,40722,22144537,37396,,0,
7/7/2021,27,CT,1337,4445202,5685,,0,
7/7/2021,27,VI,338,84429,166,,0,
7/7/2021,27,FM,238,53632,241,,0,
7/7/2021,27,OH,12731,11013118,10391,,0,
7/7/2021,27,MD,12057,6952218,10824,,0,
7/7/2021,27,ME,1739,1685335,1405,,0,
7/7/2021,27,TX,38595,26017134,47251,,0,
7/7/2021,27,DC,17,873994,1486,,0,
7/7/2021,27,PW,0,25805,38,,0,
7/7/2021,27,AK,116,678145,2782,,0,
7/7/2021,27,MD,11864,7167828,9414,,0,
7/7/2021,27,NC,11519,9361521,13838,,0,
7/7/2021,27,UT,6057,3027133,4590,,0,
7/7/2021,27,ID,659,1335403,1690,,0,
7/7/2021,27,PR,3711,3772359,77375,,0,
7/7/2021,27,MN,7719,6195625,5524,,0,
7/7/2021,27,CO,9529,6493879,7881,,0,
7/7/2021,27,AK,904,722945,693,,0,
7/7/2021,27,US,437117,331651464,732848,,0,
7/7/2021,27,CO,9657,6254937,9425,,0,
7/7/2021,27,UT,18546,2875844,4005,,0,
7/7/2021,27,MI,12452,9811892,9983,,0,
7/7/2021,27,NM,3780,2332273,2611,,0,
7/7/2021,27,CA,78986,43464121,62295,,0,
7/7/2021,27,SC,2174,4233143,6155,,0,
7/7/2021,27,IA,3858,3124579,2798,,0,
7/7/2021,27,AS,406,49071,163,,0,
7/7/2021,27,AZ,12188,7315086,10116,,0,
7/7/2021,27,KY,5833,3844434,4366,,0,
7/7/2021,27,KS,4190,2739724,3207,,0,
7/7/2021,27,NH,474,1548161,4685,,0,
7/7/2021,27,FL,13165,21342987,39991,,0,
7/7/2021,27,ND,152,646424,645,,0,
7/7/2021,27,OR,1710,4614196,13786,,0,
7/7/2021,27,MH,0,33729,93,,0,
7/7/2021,27,NV,6397,2884273,5229,,0,
7/7/2021,27,AR,5316,2374941,3922,,0,
7/7/2021,27,NJ,18276,9958439,16706,,0,
7/7/2021,27,OK,6304,3401772,4284,,0,
7/7/2021,27,SD,1875,825457,881,,0,
7/7/2021,27,AZ,4643,6830858,47746,,0,
7/6/2021,27,AZ,3655,6826215,48692,,0,
7/6/2021,27,IL,22041,13395990,17728,,0,
7/6/2021,27,WA,8096,8676836,19116,,0,
7/6/2021,27,MS,0,1913816,1047,,0,
7/6/2021,27,KY,2488,4032126,6338,,0,
7/6/2021,27,HI,2918,1701741,2242,,0,
7/6/2021,27,PA,16897,13929228,14791,,0,
7/6/2021,27,AL,6174,3515774,4964,,0,
7/6/2021,27,NY,16483,22028522,40019,,0,
7/6/2021,27,MT,1042,987388,826,,0,
7/6/2021,27,MA,11267,9000123,9130,,0,
7/6/2021,27,PW,0,25406,40,,0,
7/6/2021,27,LA,12537,3416781,11955,,0,
7/6/2021,27,FM,449,51612,223,,0,
7/6/2021,27,VT,521,856803,793,,0,
7/6/2021,27,RI,1860,1333288,1394,,0,
7/6/2021,27,DE,865,1050376,1831,,0,
7/6/2021,27,WY,658,449426,530,,0,
7/6/2021,27,VT,602,873083,557,,0,
7/6/2021,27,AS,0,47310,172,,0,
7/6/2021,27,NC,15499,9728684,12619,,0,
7/6/2021,27,IA,1401,3056458,3535,,0,
7/6/2021,27,HI,266,1688401,1503,,0,
7/6/2021,27,NE,2850,1938156,2060,,0,
7/6/2021,27,MT,208,946621,1971,,0,
7/6/2021,27,MP,430,56482,174,,0,
7/6/2021,27,WY,18,431146,1350,,0,
7/6/2021,27,CT,6581,4531932,5054,,0,
7/6/2021,27,MA,4997,8910111,12029,,0,
7/6/2021,27,ME,384,1623620,2877,,0,
7/6/2021,27,NE,2,1876152,2304,,0,
7/6/2021,27,TN,3537,5496489,33323,,0,
7/6/2021,27,OR,4203,4746751,5098,,0,
7/6/2021,27,WI,7594,6189883,6092,,0,
7/6/2021,27,MN,1731,5916423,11595,,0,
7/6/2021,27,GU,2,191725,574,,0,
7/6/2021,27,AR,1363,2261649,5162,,0,
7/6/2021,27,DE,1625,1092778,1418,,0,
7/6/2021,27,TN,9163,5843240,7513,,0,
7/6/2021,27,ND,1058,661855,656,,0,
7/6/2021,27,WI,2216,5982183,11972,,0,
7/6/2021,27,WV,1983,1727643,1694,,0,
7/6/2021,27,PR,10894,4218371,8355,,0,
7/6/2021,27,IN,10429,5962610,7251,,0,
7/6/2021,27,TX,55274,26894546,45711,,0,
7/6/2021,27,OK,1526,3296670,5017,,0,
7/6/2021,27,GA,16850,8627919,13808,,0,
7/6/2021,27,NJ,19401,10164167,15854,,0,
7/6/2021,27,VA,8930,9328521,16147,,0,
7/6/2021,27,MS,4129,2154053,3119,,0,
7/6/2021,27,OH,4125,10770824,14108,,0,
7/6/2021,27,NH,2547,1656827,2243,,0,
7/6/2021,27,US,584047,340100825,463591,,0,
7/6/2021,27,GU,575,202773,461,,0,
7/6/2021,27,SC,7300,4332229,5927,,0,
7/6/2021,27,MP,149,56713,145,,0,
7/6/2021,27,NV,4110,2814798,6658,,0,
7/6/2021,27,WV,142,1426490,1529,,0,
7/6/2021,27,MI,1123,9468301,8119,,0,
7/6/2021,27,LA,6650,3522924,5198,,0,
7/6/2021,27,VA,16394,9787388,13100,,0,
7/6/2021,27,RI,2397,1286436,1751,,0,
7/6/2021,27,MH,74,35540,74,,0,
7/6/2021,27,IL,9363,13115185,23962,,0,
7/6/2021,27,GA,3,8517999,15976,,0,
7/6/2021,27,VI,31,78600,127,,0,
7/6/2021,27,SD,18,823582,775,,0,
7/6/2021,27,OK,5987,3395468,4315,,0,
7/6/2021,27,ID,1081,1334744,1949,,0,
7/6/2021,27,UT,6208,3021076,4560,,0,
7/6/2021,27,NC,1507,9350002,103309,,0,
7/6/2021,27,CA,34705,43182509,95566,,0,
7/6/2021,27,ID,2432,1446616,1644,,0,
7/6/2021,27,PA,8906,14021807,22816,,0,
7/6/2021,27,KS,1017,2508266,3997,,0,
7/6/2021,27,WA,14402,8663822,11492,,0,
7/6/2021,27,AL,0,3392366,6066,,0,
7/6/2021,27,DC,1609,940019,1036,,0,
7/6/2021,27,IN,2566,5853421,39538,,0,
7/6/2021,27,SD,1222,835342,836,,0,
7/6/2021,27,NM,761,2404087,9062,,0,
7/6/2021,27,MO,122,5163543,11657,,0,
7/6/2021,27,MD,11628,7155964,9769,,0,
7/6/2021,27,AK,3362,678029,3219,,0,
7/6/2021,27,PW,0,25805,38,,0,
7/6/2021,27,FL,41745,22103815,38172,,0,
7/6/2021,27,NY,42831,22755365,33289,,0,
7/6/2021,27,MO,9892,5353470,7602,,0,
7/6/2021,27,DC,388,873977,1682,,0,
7/6/2021,27,TX,16093,25978539,51687,,0,
7/6/2021,27,ME,1591,1683596,1482,,0,
7/6/2021,27,MD,3620,6940161,11237,,0,
7/6/2021,27,CT,3096,4443865,6359,,0,
7/6/2021,27,OH,12784,11000387,10700,,0,
7/6/2021,27,FM,310,53394,249,,0,
7/6/2021,27,VI,360,84091,150,,0,
7/6/2021,27,NJ,5564,9940163,17281,,0,
7/6/2021,27,AR,5286,2369625,3872,,0,
7/6/2021,27,KS,4088,2735534,3280,,0,
7/6/2021,27,CO,3917,6245280,9657,,0,
7/6/2021,27,US,219408,331214347,865929,,0,
7/6/2021,27,AK,968,722041,711,,0,
7/6/2021,27,PR,2591,3768648,80061,,0,
7/6/2021,27,CO,9786,6484350,8139,,0,
7/6/2021,27,MN,7476,6187906,5720,,0,
7/6/2021,27,KY,5740,3838601,4480,,0,
7/6/2021,27,AZ,11788,7302898,10409,,0,
7/6/2021,27,NM,3480,2328493,2716,,0,
7/6/2021,27,MI,13098,9799440,10212,,0,
7/6/2021,27,UT,2,2857298,2034,,0,
7/6/2021,27,AS,67,48665,142,,0,
7/6/2021,27,IA,3474,3120721,2838,,0,
7/6/2021,27,SC,2789,4230969,6960,,0,
7/6/2021,27,CA,92093,43385135,63132,,0,
7/6/2021,27,NV,6336,2877876,5291,,0,
7/6/2021,27,MH,0,33729,109,,0,
7/6/2021,27,NH,891,1547687,4673,,0,
7/6/2021,27,OR,2030,4612486,14730,,0,
7/6/2021,27,ND,8,646272,735,,0,
7/6/2021,27,FL,30192,21329822,44863,,0,
7/5/2021,27,FL,113,21299630,45345,,0,
7/5/2021,27,ND,158,646264,741,,0,
7/5/2021,27,OR,4264,4610456,14440,,0,
7/5/2021,27,LA,4414,3516274,5253,,0,
7/5/2021,27,MI,5,9467178,16271,,0,
7/5/2021,27,MA,9195,8905114,12470,,0,
7/5/2021,27,CT,4080,4525351,5142,,0,
7/5/2021,27,WY,27,431128,1664,,0,
7/5/2021,27,PW,0,25406,40,,0,
7/5/2021,27,KY,4228,4029638,6442,,0,
7/5/2021,27,MS,1,1913816,3755,,0,
7/5/2021,27,WA,12729,8668740,20626,,0,
7/5/2021,27,IL,15445,13373949,18018,,0,
7/5/2021,27,AZ,8222,6822560,49129,,0,
7/5/2021,27,MA,8052,8988856,9363,,0,
7/5/2021,27,MT,621,986346,873,,0,
7/5/2021,27,NY,20427,22012039,44962,,0,
7/5/2021,27,AL,4271,3509600,5016,,0,
7/5/2021,27,PA,9751,13912331,15701,,0,
7/5/2021,27,HI,1298,1698823,2242,,0,
7/5/2021,27,MP,0,56052,171,,0,
7/5/2021,27,MT,477,946413,1976,,0,
7/5/2021,27,RI,1262,1331428,1432,,0,
7/5/2021,27,VT,896,856282,1105,,0,
7/5/2021,27,FM,254,51163,159,,0,
7/5/2021,27,LA,6,3404244,10520,,0,
7/5/2021,27,NE,1723,1935306,2087,,0,
7/5/2021,27,HI,214,1688135,1630,,0,
7/5/2021,27,IA,2795,3055057,3633,,0,
7/5/2021,27,NC,10847,9713185,12826,,0,
7/5/2021,27,AS,0,47310,172,,0,
7/5/2021,27,VT,438,872481,566,,0,
7/5/2021,27,DE,1472,1049511,1852,,0,
7/5/2021,27,WY,345,448768,553,,0,
7/5/2021,27,WV,22,1426348,2711,,0,
7/5/2021,27,NV,5850,2810688,6956,,0,
7/5/2021,27,TN,6745,5834077,7597,,0,
7/5/2021,27,DE,1058,1091153,1464,,0,
7/5/2021,27,WI,4765,6182289,6330,,0,
7/5/2021,27,OR,4802,4742548,5611,,0,
7/5/2021,27,NE,7148,1876150,2669,,0,
7/5/2021,27,ME,0,1623236,3365,,0,
7/5/2021,27,TN,6167,5492952,33403,,0,
7/5/2021,27,AR,2543,2260286,5174,,0,
7/5/2021,27,GU,222,191723,604,,0,
7/5/2021,27,MN,4306,5914692,11644,,0,
7/5/2021,27,MP,143,56564,134,,0,
7/5/2021,27,SC,5735,4324929,5929,,0,
7/5/2021,27,GU,27,202198,478,,0,
7/5/2021,27,US,396634,339516778,469771,,0,
7/5/2021,27,PR,7597,4207477,8455,,0,
7/5/2021,27,WV,1426,1725660,1687,,0,
7/5/2021,27,WI,4325,5979967,12033,,0,
7/5/2021,27,ND,189,660797,692,,0,
7/5/2021,27,NH,1478,1654280,2232,,0,
7/5/2021,27,OH,9396,10766699,14594,,0,
7/5/2021,27,NJ,13091,10144766,16208,,0,
7/5/2021,27,GA,12374,8611069,14022,,0,
7/5/2021,27,OK,3240,3295144,5165,,0,
7/5/2021,27,TX,45078,26839272,46161,,0,
7/5/2021,27,IN,6087,5952181,7417,,0,
7/5/2021,27,MS,2685,2149924,3063,,0,
7/5/2021,27,VA,11378,9319591,16453,,0,
7/5/2021,27,NH,353,1546796,4606,,0,
7/5/2021,27,MD,4809,6936541,12177,,0,
7/5/2021,27,ME,1165,1682005,1553,,0,
7/5/2021,27,TX,35492,25962446,56741,,0,
7/5/2021,27,DC,1128,873589,1733,,0,
7/5/2021,27,ID,1273,1444184,1626,,0,
7/5/2021,27,CA,65392,43147804,101682,,0,
7/5/2021,27,NC,11456,9348495,103834,,0,
7/5/2021,27,UT,3389,3014868,4509,,0,
7/5/2021,27,ID,1663,1333663,2004,,0,
7/5/2021,27,VI,0,78569,151,,0,
7/5/2021,27,GA,33214,8517996,42066,,0,
7/5/2021,27,IL,18162,13105822,23855,,0,
7/5/2021,27,MH,125,35466,109,,0,
7/5/2021,27,RI,3,1284039,1571,,0,
7/5/2021,27,VA,11674,9770994,13289,,0,
7/5/2021,27,OK,3382,3389481,4300,,0,
7/5/2021,27,SD,122,823564,1208,,0,
7/5/2021,27,MO,6795,5343578,7601,,0,
7/5/2021,27,SD,562,834120,854,,0,
7/5/2021,27,IN,5563,5850855,39723,,0,
7/5/2021,27,DC,739,938410,1021,,0,
7/5/2021,27,AL,10324,3392366,7250,,0,
7/5/2021,27,WA,8765,8649420,11571,,0,
7/5/2021,27,KS,2007,2507249,4155,,0,
7/5/2021,27,PA,39652,14012901,23147,,0,
7/5/2021,27,NY,28887,22712534,33535,,0,
7/5/2021,27,FL,43205,22062070,38687,,0,
7/5/2021,27,MO,3729,5163421,12430,,0,
7/5/2021,27,NM,1885,2403326,9087,,0,
7/5/2021,27,PW,1,25805,38,,0,
7/5/2021,27,AK,2563,674667,3048,,0,
7/5/2021,27,MD,8196,7144336,9911,,0,
7/5/2021,27,MH,0,33729,109,,0,
7/5/2021,27,NV,5670,2871540,5349,,0,
7/5/2021,27,MN,4424,6180430,5824,,0,
7/5/2021,27,CO,6436,6474564,8405,,0,
7/5/2021,27,AR,2903,2364339,3796,,0,
7/5/2021,27,NJ,9812,9934599,18693,,0,
7/5/2021,27,CT,5022,4440769,6505,,0,
7/5/2021,27,VI,6,83731,143,,0,
7/5/2021,27,FM,269,53084,236,,0,
7/5/2021,27,OH,9011,10987603,11036,,0,
7/5/2021,27,PR,5413,3766057,82550,,0,
7/5/2021,27,KS,2594,2731446,3365,,0,
7/5/2021,27,AK,452,721073,749,,0,
7/5/2021,27,US,390686,330994939,940081,,0,
7/5/2021,27,CO,4203,6241363,11131,,0,
7/5/2021,27,CA,43003,43293042,62792,,0,
7/5/2021,27,SC,5880,4228180,7197,,0,
7/5/2021,27,IA,2459,3117247,2888,,0,
7/5/2021,27,AS,0,48598,139,,0,
7/5/2021,27,AZ,9491,7291110,10562,,0,
7/5/2021,27,KY,3932,3832861,4558,,0,
7/5/2021,27,UT,10,2857296,6905,,0,
7/5/2021,27,MI,8887,9786342,10387,,0,
7/5/2021,27,NM,1847,2325013,2708,,0,
7/4/2021,27,NM,447,2323166,2932,,0,
7/4/2021,27,MI,1199,9777455,10645,,0,
7/4/2021,27,UT,69,2857286,6964,,0,
7/4/2021,27,IN,546,5946094,8087,,0,
7/4/2021,27,TX,6978,26794194,47812,,0,
7/4/2021,27,OK,5293,3291904,6150,,0,
7/4/2021,27,GA,1219,8598695,14691,,0,
7/4/2021,27,NJ,1017,10131675,16743,,0,
7/4/2021,27,VT,97,872043,587,,0,
7/4/2021,27,AS,227,47310,172,,0,
7/4/2021,27,NC,1246,9702338,13545,,0,
7/4/2021,27,IA,3711,3052262,4341,,0,
7/4/2021,27,HI,1622,1687921,1709,,0,
7/4/2021,27,NE,248,1933583,2217,,0,
7/4/2021,27,IL,1315,13358504,18953,,0,
7/4/2021,27,WA,28973,8656011,24329,,0,
7/4/2021,27,MS,47,1913815,3775,,0,
7/4/2021,27,KY,7661,4025410,8359,,0,
7/4/2021,27,MI,6180,9467173,16271,,0,
7/4/2021,27,LA,569,3511860,5449,,0,
7/4/2021,27,OR,12720,4606192,14619,,0,
7/4/2021,27,ND,944,646106,761,,0,
7/4/2021,27,FL,87431,21299517,76734,,0,
